phrase_name,tag_CK,count_CK,modified_tag,modified_count
高逸,VH11,0,i,2
高陞,VJ3,0,v,2
高雄,Nca,583,ns,583
高雄師範學院,Nca,0,ns,6
高雄醫學院,Nca,0,ns,5
高韻,Nac,0,n,2
高鳴,VA4,1,v,2
高麗參,Nab,0,n,3
髦牛,Nab,0,n,2
髫年,Ndabf,0,t,2
鬁,b,0,zg,1
鬅,b,0,zg,1
鬆脆餅,Nab,0,n,3
鬆通,VH11,0,i,2
鬈毛,Nab,1,n,2
鬈髮,Nab,0,n,2
鬍,b,0,zg,1
鬍梢,Ncb,0,n,2
鬎,b,0,zg,1
鬒,b,0,zg,1
鬙,b,0,zg,1
鬚,b,0,zg,1
鬨,b,0,zg,1
鬫,b,0,zg,1
魋,b,0,zg,1
魏代,Ndaab,0,t,2
魏源,Nba,0,nr,2
魘寐,VA4,0,v,2
魘魅,VC2,0,v,2
魚市場,Ncb,3,n,3
魚沈雁沓,VA4,0,v,4
魚膾,Nab,0,n,2
魚與熊掌不可兼得,VH11,0,i,8
魚雁,b,0,zg,2
魠,b,0,zg,1
魯直,"Nba, VH11","0, 0","i, nr","2, 2"
鮀,Nab,0,n,1
鮂,b,0,zg,1
鮪釣,A,0,n,2
鮪魚,Nab,1,n,2
鮫鰈,Naeb,0,n,2
鮮卑人,Nab,0,n,3
鮮妍,VH11,0,i,2
鮮艷,VH11,30,i,30
鮮艷艷,VH11,0,i,3
鯁噎,VH11,0,i,2
鯁論,Nad,0,n,2
鯖魚,Nab,0,n,2
鰈鶼,b,0,zg,2
鰋,Nab,0,n,1
鰒,b,0,zg,1
鰷魚,Nab,0,n,2
鱁,b,0,zg,1
鱄,b,0,zg,1
鱍,b,0,zg,1
鱞,b,0,zg,1
鱮,b,0,zg,1
鳩占鵲巢,VH11,0,i,4
鳩合,VA2,0,v,2
鳩聚,VC33,0,v,2
鳩集,VH14,1,v,2
鳳仙,b,0,zg,2
鳳儀,Nad,0,n,2
鳳輦,Nab,0,n,2
鳳雛,Nab,0,n,2
鳳駕,Nab,0,n,2
鳴砲,VA4,0,v,2
鴃,b,0,zg,1
鴛鴦蝴蝶派,Nad,0,n,5
鴟鵂,Nab,0,n,2
鴳,Nab,0,n,1
鴻博,VH11,0,i,2
鵁,b,0,zg,1
鵲巢鳩占,VH11,0,i,4
鶄,b,0,zg,1
鶆,b,0,zg,1
鶖,b,0,zg,1
鶤,b,0,zg,1
鶪,b,0,zg,1
鶬,b,0,zg,1
鶱,b,0,zg,1
鶼鰈,Nhac,0,n,2
鷞,b,0,zg,1
鷸蚌相爭漁翁得利,VH11,0,i,8
鷽,Nab,0,n,1
鷿,b,0,zg,1
鸇,Nab,0,n,1
鸋,b,0,zg,1
鸛鳥,Nab,0,n,2
鹵,Nbc,0,nr,1
鹵味,Naa,0,n,2
鹵水,Naa,0,n,2
鹵汁,Naa,0,n,2
鹿柴,Nca,1,ns,2
鹿竹,Nab,1,n,2
鹿苑,"Nab, Nca","0, 0","n, ns","2, 2"
麀,b,0,zg,1
麃,Nab,0,n,1
麋沸,VH11,0,i,2
麗服,Nab,0,n,2
麗藻,Nac,0,n,2
麛,Nab,0,n,1
麤,b,0,zg,1
麰,b,0,zg,1
麵團,Nab,2,n,2
麻六甲海峽,Nca,2,ns,5
麻塞諸塞州,Nca,0,ns,5
麻田,Nab,0,n,2
麻痹,VH11,1,i,2
麻胡,VH11,0,i,2
麻薩諸塞州,Nca,2,ns,5
黃冠,Nab,0,n,2
黃濁,VH11,1,i,2
黃石大峽谷,Nca,0,ns,5
黃老,"Nad, Naea","0, 0",n,4
黃蓮,Nab,2,n,2
黌宮,Ncb,0,n,2
黌舍,Nab,0,n,2
黎黑,VH11,0,i,2
黑檀,Nab,0,n,2
黑色星期五,Ndabd,0,t,5
黑鯨,Nab,0,n,2
默念,VC2,3,v,3
黛玉,Nba,1,nr,2
黛眉,Nab,0,n,2
黛鬟,Nab,0,n,2
黜陟,Nad,0,n,2
點上,VC2,8,v,8
點主,"Nad, VB11","0, 0","n, v","2, 2"
點兵,VA4,0,v,2
點字,VA4,30,v,30
點清,VC2,1,v,2
點號,Nac,0,n,2
點起,VC31,6,v,6
黠獪,VH11,0,i,2
黥面,Nad,0,n,2
黨主席,Nab,12,n,12
黯澹,VH11,0,i,2
黰,Nca,0,ns,1
黲,b,0,zg,1
黶,b,0,zg,1
鼇,b,0,zg,1
鼉鼓,Nab,0,n,2
鼎鑊,Naeb,0,n,2
鼏,Nab,0,n,1
鼒,b,0,zg,1
鼓噪,VH11,2,i,2
鼓搥,Nab,0,n,2
鼓起如簧之舌,VA4,0,v,6
鼕,Dh,0,n,1
鼙鼓,Nab,0,n,2
鼛,Nab,0,n,1
鼢,Nab,0,n,1
鼥,b,0,zg,1
鼫,Nab,0,n,1
鼮,Nab,0,n,1
鼻梁,Nab,3,n,3
鼻梁兒,Nab,0,n,3
鼻煙,Naa,0,n,2
鼻煙壺,Nab,4,n,4
齊人,b,0,zg,2
齊東,Nca,0,ns,2
齊王,Nba,0,nr,2
齊衰,Nab,0,n,2
齊齊的,VH11,0,i,3
齋僧,VA4,0,v,2
齗,b,0,zg,1
齘,b,0,zg,1
齠年,Ndabf,0,t,2
齯,b,0,zg,1
齵,b,0,zg,1
龍卷,b,0,zg,2
龍年,Ndaba,0,t,2
龍珠,Nab,0,n,2
龍生龍鳳生鳳,VH11,0,i,6
龐鴻,Nab,0,n,2
