phrase_name,tag_j,count_j
外長級,b,2
外門,n,3
外開窗,n,3
外開門,n,3
外關,n,3
外關活動,l,3
外防,n,3
外院,n,17
外陰,n,112
外陰炎,n,3
外陵,n,3
外電報導,n,3
外電報道,n,3
外電路,n,18
外露,v,34
外面兒光,n,3
外項,n,3
外頻,n,3
外顯,a,3
外顯子,n,3
外館,n,3
外骨骼,n,24
外高加索,ns,49
外高加索地區,ns,8
外高橋,n,29
夙世冤家,i,3
夙世冤業,i,3
夙仇,n,3
夙夜不解,i,3
夙夜匪解,n,3
夙夜在公,i,3
夙嫌,n,3
夙志,n,3
夙敵,n,3
夙興夜處,i,3
夙興昧旦,i,3
夙諾,n,3
多一事不如少一事,l,14
多一些,m,235
多一份,m,16
多一倍,m,28
多一兩,m,5
多一分,m,47
多一分鐘,m,2
多一刻,m,6
多一半,m,9
多一回,m,5
多一屆,m,2
多一層,m,14
多一會,m,17
多一會兒,m,16
多一百次,m,2
多一秒,m,2
多一筆,m,2
多一絲,m,2
多一重,m,2
多一間,m,2
多一點,m,215
多一點兒,m,3
多一點點,m,2
多丈,m,2
多三倍,m,2
多三十歲,m,2
多下,m,24
多不多,l,3
多不少,l,54
多中心鍵,n,3
多串,m,2
多二,m,8
多五六千噸,m,2
多井分析,l,3
多些,r,126
多人多,m,7
多人次,m,19
多付,v,19
多代,m,12
多件,m,63
多任務,n,52
多任務處理,l,3
多份,m,37
多伊奇,nrt,3
多位,m,202
多位數,n,3
多佛,d,24
多佛爾,nr,26
多佛爾港,ns,2
多來咪,nr,8
多來米,nr,3
多例,m,16
多保忠,nr,6
多個,m,3543
多倍,m,71
多倍體,n,28
多倫,nrt,20
多倫多市,ns,4
多倫諾爾,nrt,5
多倫路,ns,3
多值邏輯,l,3
多做實事,l,3
多價,n,7
多億,m,71
多億元,m,46
多億公斤,m,2
多億加元,m,2
多億千克,m,2
多億噸,m,31
多億年,m,3
多億度,m,6
多億支,m,2
多億斤,m,2
多億港元,m,4
多億畝,m,5
多億立方米,m,20
多億美元,m,48
多億臺,m,2
多元分析,l,3
多元層析,l,3
多元智能,nr,3
多元總體,n,3
多元胞法,n,3
多元論,n,11
多元迴歸,l,3
多元酚,nz,7
多元酸,n,5
多元醇,nr,17
多充,v,3
多兆,nz,3
多光年,m,2
多克,nrt,58
多兩倍,m,9
多兩口,m,2
多兩句,m,2
多公斤,m,23
多公里,m,292
多公頃,m,14
多具,m,47
多冊,m,4
多凶少吉,i,3
多出,m,282
多分,m,77
多分鐘,m,32
多切斯特,nrt,3
多刊,r,3
多列,m,25
多利,nrt,85
多利亞,ns,7
多利安式,nz,3
多利少,l,3
多利德,nrt,3
多利斯,nrt,3
多制式,b,3
多刻,m,3
多則,m,161
多副,m,5
多力豐筋,nz,3
多功能,b,275
多功能廳,n,148
多功能性,b,3
多加練習,n,3
多動症,n,20
多勞,nrt,3
多勞多得,nrt,9
多匹,m,4
多十二年,m,3
多十倍,m,8
多十天,m,2
多千,m,2
多千克,m,22
多千米,m,178
多半兒,m,2
多半天,m,8
多半年,m,13
多半截,m,9
多半會,m,3
多半輩子,m,4
多卷,m,38
多口,m,46
多口相聲,i,3
多口網絡,n,3
多口阿師,ns,3
多句,m,2
多吃含,v,3
多吃多佔,l,23
多吉,nrt,15
多吉才讓,nrt,264
多吉次仁,nz,13
多名,m,1103
多向性,b,2
多呈巖,nr,3
多周,m,3
多味,m,11
多味齋,nr,3
多咯,nz,3
多哈,nrt,27
多員,m,3
多哥,ns,115
多哥共和國,ns,3
多哥隊,n,4
多善德,nr,16
多喜愛,nr,3
多喝水,l,3
多嘴多舌,i,25
多嘴獻淺,l,3
多噸,m,33
多囊腎,n,3
多四成,m,2
多因子,nr,3
多圈,m,6
多國,ns,3
多國公司,n,2
多國聯軍,n,3
多國部隊,n,3
多址,n,22
多場,m,70
多場次,m,5
多塊,m,60
多塞特郡,ns,3
多多,m,382
多多保重,l,3
多多指教,nz,3
多多益辦,i,3
多多關照,l,3
多多馬,nrt,6
多夜,m,7
多夜情,l,3
多天,m,374
多夫,nrt,79
多夫制,nz,6
多夫金,nrt,2
多奇,nrt,7
多套,m,43
多好幾倍,m,5
多如牛毛,l,32
多妻,r,3
多妻制,n,15
多姆,nrt,69
多姿,n,81
多姿多彩,i,82
多姿多態,l,2
多姿多采,i,5
多媒體信息,i,2
多媒體卡,n,3
多媒體局,n,3
多媒體技術,n,42
多媒體播放,i,2
多媒體擴展,n,8
多媒體教學,n,7
多媒體數據庫,n,5
多媒體業務,n,13
多媒體演示,n,2
多媒體系統,n,2
多媒體計算機,n,5
多媒體通信,i,13
多媒體電腦,n,7
多嫌,v,3
多嬌,nr,3
多子,m,359
多子多孫,nr,6
多孔,b,137
多孔塑料,n,3
多孔性,n,8
多孔滲水,n,3
多孔磚,nr,3
多孔結構,n,2
多字詞,n,3
多宗,m,10
多家,m,1323
多寐,v,3
多封,m,14
多尊,m,6
多少倍,m,3
多少年來,l,3
多少度,m,3
多少次,m,3
多少歲,m,3
多少級,m,3
多少錢,nr,3
多尼,nrt,41
多尼亞,ns,2
多尼爾,nrt,4
多尿症,nz,3
多屆,m,8
多層,m,150
多層建築,l,3
多層板,n,3
多層模式,l,3
多層次,m,177
多層次性,l,3
多層面,b,3
多岩礁,nr,2
多峰,m,9
多峰分佈,n,3
多巧,d,3
多巴,nrt,16
多巴哥,ns,61
多巴哥共和國,ns,2
多巴胺,nz,22
多常,d,3
多幅,m,30
多幕,m,3
多幕劇,n,13
多幢,m,7
多平方公里,m,45
多平方米,m,112
多年,m,7450
多年不見,l,3
多年凍土,n,3
多年未見,l,3
多幾,m,4
多幾倍,m,13
多幾分,m,3
多幾家,m,2
多幾百元,m,3
多度,m,14
多座,m,481
多張,m,33
多彈頭,n,32
多形性,n,20
多彩的,z,24
多得多,d,141
多得很,nr,3
多復變,l,12
多德,nrt,25
多快好省,l,38
多恩,nrt,15
多情善感,i,4
多情多感,l,3
多情多義,l,3
多情易勞,i,3
多情種子,l,3
多愁,a,3
多愁善病,l,3
多愁多病,l,3
多態,n,20
多態性,n,13
多態現象,l,3
多慮,v,3
多慮平,nr,3
多截,m,3
多戶,m,42
多所,m,440
多扇,m,2
多批,m,17
多抹,m,4
多拉,nrt,24
多招,m,12
多拳,m,3
多指,nz,46
多指令,n,2
多排,m,18
多接收器,l,3
多接頭,n,3
多摩,nrt,10
多摩教堂,nr,3
多播,nrt,3
多擔,m,3
多攝氏度,m,4
多支,m,37
多收並畜,n,3
多故之秋,i,3
多故障,b,3
多數三項,m,16
多數倍,m,3
多數兩項,m,16
多數具,m,7
多數則,m,19
多數據流,n,6
多數決定,l,18
多數派,m,31
多數百姓,n,2
多數票,m,25
多數種,m,23
多數第,m,2
多數遭,m,4
多數鄉,m,2
多數黨,n,31
多文強記,nz,3
多文為富,l,3
多文種,l,3
多斤,m,17
多斯,nrt,59
多斯桑托斯,nrt,2
多斯特,nrt,3
多方位,m,34
多方指數,l,3
多方百計,l,3
多方過程,l,3
多於,d,970
多日,m,252
多日不見,l,3
多日未見,l,3
多早晚,l,33
多明哥,nr,2
多明戈,nr,8
多星期,b,3
多時辰,nr,3
多普勒,nrt,155
多普達,nrt,3
多晶,nrt,38
多晶硅,nz,31
多晶體,n,7
多曲,m,10
多會兒,m,12
多月,m,422
多服,m,5
多期,b,275
多本,m,18
多朵,m,3
多材多藝,l,3
多束,m,3
多枚,m,83
多枝,m,4
多架,m,110
多架次,m,5
多柱,m,3
多株,m,10
多核合子,l,3
多核心論,l,3
多核糖體,n,3
多核細胞,b,3
多核苷酸,n,3
多核配子,n,3
多核體,n,3
多根,m,176
多格,nrt,3
多條,m,578
多棟,m,2
多棵,m,3
多楔帶,vn,3
多極,ns,59
多極世界,n,3
多極化,n,119
多極會,n,3
多樂,nrt,7
多樂士,n,3
多模,b,8
多樣,r,869
多樣式,l,2
多樣性,l,359
多次,m,5410
多次下,m,13
多次出,m,8
多次派,m,19
多次發,nz,2
多次站,nz,2
多次通,nz,4
多次遭,m,10
多次重,m,5
多次重複,l,2
多款,m,50
多此,r,3
多步,m,6
多歧亡羊,l,3
多歲,m,411
多歷年所,nrt,3
多歷年稔,nr,3
多段,m,12
多殺多,l,3
多毛,nrt,42
多毛類,n,7
多毫米,m,24
多氧菌素,nz,3
多氯,nz,3
多氯聯苯,nz,20
多汗,ns,39
多汗症,l,13
多法拉姆,nrt,3
多洛夫,nrt,4
多洛斯,nrt,2
多洛雷斯,nrt,4
多派,m,53
多浪,nz,3
多海里,ns,3
多涎,v,3
多渠道,nr,55
多潘立酮,nz,2
多災,n,3
多爾,nrt,47
多爾哈魯邦,ns,2
多爾多涅,nrt,8
多爾帕,nrt,4
多爾戈魯基,nrt,7
多爾斯,nrt,7
多爾曼,nrt,3
多爾欽,nr,2
多爾芬,nrt,2
多爾蒂,nrt,3
多片,m,15
多片電路,nz,3
多特,nrt,17
多特蒙德,nrt,75
多玲正,nr,2
多瑙河畔,ns,10
多瑪河,ns,3
多瓣膜病,n,3
多瓦,m,14
多瓶,m,3
多產作家,l,3
多產地,n,3
多產性,n,3
多用,b,695
多用型,n,2
多用戶,n,26
多用表,n,3
多用途,n,14
多畝,m,34
多番,m,21
多畫面,n,3
多瘤病毒,n,3
多瘦,a,3
多發,m,154
多發區,n,2
多發地,n,2
多發期,b,4
多發病,n,18
多相,d,53
多相催化,nr,3
多看多聽,i,3
多眼,m,36
多知卿,nr,2
多神教,nz,19
多票通過,l,3
多福,nrt,27
多科性,n,41
多稜,b,7
多稜鏡,nz,3
多種,m,7255
多種不同,l,4
多種元,m,8
多種具,l,2
多種多樣,m,335
多種形式,l,41
多種手段,m,3
多種文,m,2
多種營養,n,3
多種產品,l,6
多種經營,l,3
多種語言,l,3
多種類型,n,3
多窗口,nr,3
多立方米,m,5
多端寡要,l,3
多端網絡,l,3
多第一隻,m,2
多第站,m,2
多第頭,m,2
多筆,m,6
多管齊下,l,17
多箱,m,3
多節,m,27
多節式,b,3
多篇,m,141
多米,m,478
多米尼克,nrt,23
多米尼加,nrt,68
多米尼加共和國,ns,35
多米尼加島,ns,5
多米諾,nrt,7
多米諾骨牌,nz,18
多粒,m,6
多粘菌素,n,6
多精入卵,i,3
多糖,n,85
多糖類,n,6
多系雜交,l,3
多納,nrt,13
多級,b,95
多級泵,n,3
多級火箭,l,12
多級網絡,n,3
多細胞層,n,3
多組,m,16
多組分,l,9
多絲,m,14
多維分析,l,3
多維圖靈機,nrt,2
多維奇,nrt,6
多維度,ns,3
多維爾,nrt,4
多維科,nrt,2
多維系統,l,3
多維繫統,l,3
多線,m,19
多線期,b,3
多線程,b,10
多缸,nz,4
多罐,m,3
多羅,nrt,199
多羅夫,nrt,15
多羅斯,nrt,5
多美,m,3
多美元,m,19
多美姿,nr,4
多美滋,nr,3
多群,m,3
多義字,nz,2
多義性,n,5
多義詞,nr,7
多翻空,l,3
多者,r,122
多聚,v,20
多聚甲醛,nz,6
多聚糖,n,4
多聞,n,25
多聞強記,n,3
多聞闕疑,nr,3
多聯環,ns,3
多聲,m,6
多聲道,m,3
多聽少講,l,3
多股,m,10
多股絲,nz,3
多肽,nz,47
多肽原,n,3
多肽鏈,n,3
多胎,m,265
多胎生育,n,3
多胚性,n,3
多胚現象,n,3
多胚生殖,l,3
多胞胎,n,2
多能五筆,nz,3
多能多藝,l,3
多腔,m,5
多臂機,n,3
多臭,n,3
多臺,m,66
多臺計算機,n,4
多艘,m,112
多芯,m,2
多花錢,n,3
多英里,m,2
多菌靈,n,5
多萜,n,3
多萜醇,n,3
多萬,m,811
多萬人次,m,26
多萬件,m,11
多萬份,m,4
多萬例,m,2
多萬個,m,17
多萬元,m,133
多萬兩,m,2
多萬公里,m,10
多萬公頃,m,54
多萬冊,m,13
多萬千克,m,2
多萬千瓦,m,22
多萬千米,m,9
多萬名,m,47
多萬噸,m,59
多萬家,m,4
多萬平方公里,m,34
多萬平方米,m,265
多萬年,m,12
多萬張,m,9
多萬戶,m,6
多萬斤,m,3
多萬枚,m,3
多萬株,m,7
多萬條,m,2
多萬棵,m,2
多萬眼,m,2
多萬種,m,8
多萬立方米,m,3
多萬筆,m,2
多萬米,m,2
多萬美元,m,15
多萬臺,m,6
多萬英鎊,m,4
多萬趟,m,34
多萬輛,m,4
多萬鎊,m,2
多萬隻,m,8
多萬頭,m,6
多萬顆,m,3
多萬首,m,4
多著,m,119
多著呢,n,3
多著絲,l,3
多蒸汽,n,3
多藏厚亡,i,3
多藝多才,l,3
多蘭,ns,6
多蘿西,nrt,2
多處,m,376
多處理器,l,10
多處理機,l,7
多處理機系統,l,12
多虧是,l,3
多蛋白,l,3
多蛾,n,3
多行,m,94
多行不義,l,3
多行不義必自斃,i,12
多裡,r,44
多裡克,nrt,10
多裡安,nrt,12
多見廣識,i,3
多見於,d,3
多角,m,25
多角度,ns,63
多角戀,nr,3
多言多敗,l,3
多言多語,i,8
多言或中,l,3
多言數窮,l,3
多言繁稱,n,3
多記,m,17
多許少與,nr,3
多試試,v,3
多語種,n,3
多說無益,l,3
多諾,nrt,7
多諾萬,nrt,3
多謀善慮,i,3
多謀善斷,i,15
多謝您,nr,3
多變,v,275
多變性,l,13
多費脣舌,l,3
多賺,v,3
多起,m,92
多趟,m,2
多足動物,l,3
多足類,n,2
多路,m,170
多路徑,n,3
多路復用,l,3
多路複用,l,3
多路解編,n,3
多躁少靜,nr,3
多身,r,3
多軌,b,3
多載,m,9
多輛,m,53
多輪,m,27
多辦實事,l,3
多迪克,nrt,4
多通道,l,9
多遍,m,13
多道程序,l,4
多遭,m,15
多選題,n,3
多邊合作,l,3
多邊貿易,l,3
多邦城,ns,4
多部,m,199
多酶片,n,5
多醚菌素,nz,3
多醜,m,3
多醣,z,3
多里斯,nrt,4
多重國籍,n,3
多重式,l,3
多重性,n,3
多重態,l,2
多重照射,l,3
多重調節,l,3
多重選擇,l,3
多重集,nr,3
多釐米,m,21
多金之士,nr,3
多鈣,nz,3
多鉤貓,n,3
多錘,m,2
多錠,m,2
多錢善賈,i,3
多鍾,m,3
多長,n,375
多長時間,n,3
多間,m,32
多隆,nrt,3
多隆肉,nr,3
多階,n,3
多隻,m,188
多集,m,11
多雨區,n,26
多雲,nr,41
多雲偶雨,nr,3
多雲到陰,l,5
多雲有雨,i,3
多雲轉晴,nr,2
多雲轉陰,l,3
多雲間陰,ns,6
多霜,nz,3
多霧,n,3
多面,m,32
多面交叉,nz,3
多面性,n,3
多面手,d,31
多面角,nz,3
多面體,n,36
多韋斯,nrt,7
多音字,n,6
多音節詞,n,2
多音軌,n,3
多頁,m,25
多頂,m,8
多項,m,523
多頭並進,l,3
多頭圖靈機,l,2
多頭政治,l,3
多頭管理,l,10
多顆,m,39
多類,m,6
多顧慮,i,3
多飲水,n,3
多餐,m,19
多餘因數,l,3
多首,m,59
多馬克,nrt,2
多體問題,l,3
多魚之漏,i,3
多鱗,n,3
多鹵化物,nz,3
多鹼,n,3
多點兒,m,3
多點通信,l,3
多黨制,n,107
多黨合作,n,3
夛,zg,198
夜不成寐,i,5
夜不能寐,i,19
夜中,t,64
夜以接日,i,3
夜以繼晝,nr,3
夜來,t,105
夜光粉,nr,3
夜光蟲,n,9
夜分,n,3
夜半三更,t,3
夜半更深,i,6
夜半鐘聲,i,3
夜咳,n,3
夜壺,n,35
夜夜,t,3
夜夜夢,i,3
夜夜心,l,3
夜大,j,29
夜大學,l,14
夜大生,nr,3
夜天光,nr,5
夜宴,n,54
夜宵,t,44
夜宿,n,38
夜尿症,n,2
夜市場,n,3
夜幕低垂,n,5
夜幕降臨,nr,3
夜快,v,3
夜快車,l,3
夜想曲,l,3
夜戰,n,120
夜明,t,2
夜明砂,n,2
夜星,n,2
夜時尚,n,3
夜暗,n,3
夜暗風高,i,3
夜會,n,3
夜月花朝,l,3
夜未央,n,3
夜機,n,3
夜歸,v,3
夜歸人,n,3
夜汗,n,3
夜泊,n,9
夜涼,t,4
夜深沉,i,3
夜玫瑰,nr,3
夜班車,n,4
夜用護板,n,3
夜的黑,l,3
夜磨牙症,i,3
夜神仙,nr,3
夜禁,v,3
夜禮服,nr,2
夜色迷人,l,3
夜色迷濛,nr,3
夜茶,n,3
夜草,n,8
夜蛾,n,33
夜蟲晝伏,vn,3
夜行者,n,3
夜行衣,n,3
夜行被繡,nr,3
夜行軍,n,5
夜視,n,131
夜視儀,n,68
夜視器材,n,3
夜視技術,n,3
夜訪,v,3
夜話,n,25
夜談,v,27
夜讀,v,3
夜貓族,nr,3
夜賽,n,3
夜路,n,36
夜遊症,n,3
夜遊神,n,11
夜遊隊,n,3
夜郎,n,58
夜郎國,ns,15
夜郎王,nr,8
夜長,n,3
夜長夢短,i,3
夜間人口,n,3
夜間工作,l,3
夜闌珊,i,3
夜雨,t,3
夜雨對床,n,3
夜霧,n,3
夜靜,n,13
夜靜更長,i,3
夜靜更闌,nr,3
夜風,n,66
夜餐,n,9
夜魔俠,nr,3
夜鳥,n,10
夜黑,nrt,3
夜黑風高,i,3
夠不上,l,3
夠不夠,v,3
夠不著,l,3
夠交情,l,9
夠低,a,3
夠凶,v,3
夠剪,v,3
夠割,v,3
夠力,a,3
夠勁,a,3
夠勁兒,a,3
夠印,v,3
夠吃,a,3
夠味兒,v,3
夠嗆,v,45
夠塗,a,3
夠學,v,3
夠尖,a,3
夠得著,l,3
夠快,a,3
夠急,a,3
夠意思,l,65
夠慢,a,3
夠戧,a,44
夠打,v,3
夠撿,v,3
夠擠,a,3
夠早,v,3
夠晚,l,3
夠格,v,36
夠氣,a,3
夠溼,"a, v","3, 3"
夠玩,v,3
夠用,v,8
夠直,v,3
夠瞧的,a,3
夠種,v,3
夠笨,a,3
夠緊,a,3
夠罪,v,3
夠花,v,3
夠草,v,3
夠買,v,3
夠近,v,3
夠酷感,l,3
夠重,a,3
夠響,v,3
夠香,v,3
夠騎,v,3
夠點,v,3
夢中見,nr,3
夢中說夢,i,3
夢之翼,i,3
夢之隊,i,31
夢作坊,n,3
夢劇場,n,2
夢囈者,r,3
夢園,n,3
夢夢,nz,3
夢姑,n,105
夢娃娃,nr,3
夢寐,v,20
夢寐縈懷,z,3
夢寐難忘,i,3
夢工場,n,3
夢工廠,n,3
夢幻仙境,n,3
夢幻天使,i,3
夢幻島,nr,3
夢幻組合,l,3
夢幻般,i,3
夢幻論壇,n,3
夢幻體,n,3
夢得,v,6
夢想家,l,3
夢想成真,i,11
夢想破滅,i,3
夢想顛倒,i,3
夢態,n,3
夢撒寮丁,v,3
夢撒撩丁,v,3
夢斷魂勞,i,3
夢歡,v,3
夢江南,nr,3
夢溪筆談,nz,53
夢熊之喜,i,3
夢特嬌,nr,3
夢牽魂繞,i,7
夢獻,n,3
夢碼,n,3
夢筆生花,nz,3
夢粱,n,3
夢精記,nr,3
夢美,nz,3
夢華,nz,18
夢蝶,n,3
夢行症,n,3
夢行者,n,3
夢裡南軻,nr,3
夢見周公,nr,3
夢言夢語,i,3
夢象,n,2
夢迴,v,3
夢遊症,n,9
夢遊美國,n,3
夢遊者,n,3
夢過,v,3
夢醒,v,9
夢飛船,nr,3
夢魂顛倒,i,3
夢魔,n,11
夢鴿,n,256
夤吃卯糧,vn,3
夤夜,t,37
夤緣攀附,vn,3
夥伕,n,37
夥伴兒,n,3
夥伴國,n,10
夥伴關係,n,3
夥同他人,n,3
夥子,n,3
夥犯,n,3
夥頭,n,2
夥頭軍,n,3
大S,nr,3
大一歲,m,3
大一統,d,76
大三元,m,3
大三和絃,nr,3
大三巴,nr,3
大三巴牌坊,ns,2
大三通,nz,3
大三陽,ns,22
大上大下,i,3
大不一樣,l,77
大不大,d,3
大不里士,ns,36
大丘,ns,6
大中,r,234
大中企業,j,5
大中型,b,668
大中城市,ns,214
大中學校,nt,152
大中學生,n,9
大中專,j,49
大中專生,b,3
大中小,b,30
大中小企業,j,2
大中小型,b,17
大中小城市,j,6
大中小學,l,11
大中小學校,l,3
大中小學生,l,6
大中祥符,nr,18
大中至正,nr,3
大中華,nz,49
大中華區,ns,76
大串,m,3
大串燒,l,3
大串聯,n,3
大丹,ns,4
大丹犬,nr,2
大久,m,68
大乖倫,nr,2
大乘瑜,nr,2
大九卿,nr,11
大亂,n,498
大亂鬥,i,3
大了些,nr,3
大事不好,l,3
大事不糊塗,i,3
大事兒,n,26
大事勞作,l,3
大事化小,n,26
大事去矣,i,3
大事紀,n,3
大事記,n,74
大事錄,n,3
大二環,nz,2
大五碼,n,3
大五金,n,3
大些,r,3
大亞灣,ns,79
大亞灣核電站,nt,13
大京九,nr,3
大人先生,i,11
大人大量,n,3
大仁大義,nz,51
大仁秀,nr,2
大仇宿怨,i,3
大仔戀,nr,3
大仲馬,nr,17
大件,n,340
大任,n,36
大伯子,nr,3
大伯母,nr,3
大伯父,nr,3
大位,n,78
大佛,d,88
大佛像,n,11
大佛寺,nz,79
大佛山,ns,3
大佛殿,nr,4
大佛灣,ns,6
大作文章,n,131
大佬,nz,3
大佬愛,nz,3
大使夫人,n,3
大使級,n,35
大侃,d,2
大俗大雅,i,3
大俠,nr,793
大俠客,n,3
大修一,nr,3
大修廠,n,3
大修理,n,3
大修理基,nz,3
大倉,ns,3
大個,m,87
大值,n,5
大偉,nr,22
大偏差,n,3
大做文章,i,54
大傢伙,n,51
大傷,n,3
大傷元氣,n,3
大傷腦筋,n,3
大元,m,3
大光,n,7
大光強,nr,2
大克鼎,nr,4
大兒,n,5
大兒媳,n,8
大兒子,n,157
大全,ad,130
大公儲,j,3
大公府,nt,3
大公網,n,3
大公讓,nr,3
大公雞,n,3
大公館,n,3
大兵團,n,16
大兵日記,nz,3
大冒險,n,3
大冢,nrt,14
大冢匡,nr,128
大冢營,nr,2
大冶,j,558
大冶市,ns,265
大冶縣,ns,5
大冷,ns,16
大凜,z,3
大出血,i,62
大出風頭,i,22
大刀會,n,7
大分,n,19
大分子,n,93
大划槳船,nr,3
大別山,ns,1268
大別山區,ns,57
大利,n,49
大利嘉城,ns,3
大到暴雨,l,2
大劃槳船,nr,3
大劍山,nr,3
大劍師,nr,2
大劍無鋒,nr,3
大力加強,nr,3
大力協助,i,3
大力推廣,nz,3
大力提倡,nr,3
大力提高,n,3
大力支持,nr,3
大力發展,nz,3
大力神,n,62
大力神杯,nz,5
大力開展,nt,3
大功率,n,144
大功畢成,i,3
大加,d,138
大劫,v,3
大劫案,n,3
大勃律,nr,2
大勇若怯,v,3
大動,n,3
大動公慣,n,3
大動干戈,l,47
大動肝火,n,14
大動脈炎,n,3
大勝,nr,378
大勢已去,i,134
大勢已定,l,3
大包,n,147
大包乾,n,19
大包大攬,l,43
大包月,n,3
大包裝,n,3
大化,n,41
大北,ns,9
大北窯,ns,3
大匙,n,3
大匠運斤,n,3
大區,n,126
大十字,nz,6
大千,m,18
大午,t,10
大半,m,409
大半個,m,201
大半分,m,3
大半多,m,3
大半夜,t,54
大半天裡,ns,2
大半年,t,131
大半截,m,3
大半日,t,13
大半杯,m,7
大半條,m,3
大半瓶,m,3
大半碗,m,20
大半輩子,m,47
大半部,m,4
大半隻,m,4
大協作,n,3
大南,ns,3
大南客運,n,3
大南山,ns,5
大南溝,ns,2
大南門,ns,4
大博彩,nr,2
大博爾,nr,2
大卡,n,45
大卡車,n,3
大印,n,30
大卸八塊,n,3
大原,ns,3
大原麗子,nr,3
大又圓,nr,3
大叔叔,nr,3
大受打擊,i,3
大受歡迎,i,3
大叢,n,11
大口,n,3
大口井,n,2
大口大氣,nt,3
大叫,v,2556
大可師法,i,3
大史記,n,3
大司農,nz,41
大司馬,n,143
大吃一頓,l,3
大吃大喝,l,67
大吆小喝,l,3
大合唱,n,69
大同國中,nt,3
大同工學,nt,3
大同市,n,41
大同書,n,3
大同江,ns,38
大同盟,n,26
大同路,n,3
大同鄉,n,3
大名縣,ns,6
大名難居,i,3
大吏,n,118
大吐苦水,i,3
大含細入,n,3
大吵,v,3
大吵一架,n,3
大吵大鬧,l,30
大吹大打,i,3
大吹法螺,n,5
大吼大叫,n,3
大周天,m,3
大呼小叫,z,148
大呼小喝,l,3
大呼拉爾,ns,43
大命,nz,3
大和繪,n,13
大咧咧,z,23
大咬一口,i,3
大員,n,154
大哭,v,935
大唐,nz,372
大唐世家,nz,3
大唐帝國,ns,3
大唐電信,nz,8
大唐電訊,nz,3
大商,n,20
大商所,nt,8
大商股份,nz,4
大喇嘛,n,61
大喊大叫,i,116
大喜,n,464
大喜之日,i,6
大喜事,i,19
大喜大悲,i,7
大喜若狂,i,3
大喝一口,l,3
大喝一聲,i,3
大嗇夫,nr,2
大嗓門,n,31
大嘴巴,ns,3
大嘴鳥,i,3
大嚼,v,3
大四喜,nr,3
大回環,ns,3
大回轉,i,14
大圈,m,3
大國主義,nz,4
大國家黨,nt,2
大圍山,nr,4
大園鄉,ns,3
大圓,n,63
大圓機,n,3
大圓滿,nr,3
大圖標,n,3
大團,n,3
大團結,n,380
大團購,n,3
大土,n,3
大圪村,vn,3
大地回春,ns,5
大地構造,n,3
大地測量,n,3
大地濾波,nz,3
大坑,n,58
大坡,ns,13
大坪,ns,18
大坪裡,ns,4
大型化,n,38
大型商場,n,3
大型帆船,n,3
大型機,n,48
大型活動,l,3
大型犬,n,3
大型超市,ns,3
大型軟件,l,2
大型項目,n,3
大城,ns,384
大城山,ns,6
大城市,ns,142
大城縣,ns,3
大城鎮,ns,16
大埔縣,ns,4
大堂,n,382
大堂哥,nr,3
大堂妹,nr,3
大堂姊,nr,3
大堂弟,nr,3
大堆,m,389
大堆頭,ns,3
大堡,ns,5
大堡礁,nr,71
大堤,n,514
大堰,ns,2
大堰川,ns,2
大堰河,ns,2
大報,n,14
大場,n,3
大塊,n,682
大塊文章,n,3
大塊朵頤,l,3
大塘,ns,7
大增,v,290
大壓殺,nz,3
大壞蛋,n,3
大壩,ns,213
大士,n,68
大士族,nz,3
大士殿,nr,2
大壺,n,3
大壽,n,257
大夏,n,159
大夏河,ns,10
大多數名,m,5
大多數對,m,12
大多數種,m,10
大多數雙,m,3
大夜班,i,3
大夢,nz,3
大夢方醒,l,3
大夥房,n,5
大大,b,3455
大大咧咧,z,60
大大增加,nr,12
大大提高,i,29
大大方方,nz,71
大大減少,i,8
大大的,nz,669
大大簡化,i,4
大大縮短,i,3
大大落落,i,3
大大超,nr,3
大大超越,nr,3
大大降低,n,16
大天白日,i,6
大天興,b,5
大天鵝,nz,9
大夫網,nz,3
大失人望,i,3
大套,m,28
大奴湖,ns,8
大奶妹,n,3
大好,d,303
大好事,n,3
大好人,n,18
大好局面,n,3
大好形勢,i,3
大好機會,l,3
大好河山,i,19
大如鬥,i,3
大妹,n,3
大妹夫,nr,3
大妺,z,3
大姆,nrt,4
大姊夫,nr,3
大姊姊,nr,3
大姐大,nr,3
大姐夫,nr,6
大姐頭,nr,3
大姑,n,20
大姑丈,n,3
大姑娘,n,149
大姑媽,n,3
大姑子,n,4
大姚,ns,3
大姚縣,ns,3
大姨,n,30
大姨媽,nr,3
大威,ns,25
大婁山,ns,13
大嬸,n,189
大嬸婆,nr,3
大子,n,3
大子兒,nr,8
大字典,n,3
大字符集,n,3
大字體,n,3
大孢子,nz,3
大孤山,ns,5
大學人文,nz,3
大學化學,nt,3
大學城,n,51
大學堂,n,37
大學女生,n,3
大學專科,n,3
大學排名,l,3
大學教授,n,3
大學本科,n,3
大學校園,n,3
大學校長,n,3
大學湘,nr,2
大學物理,n,3
大學畢業,n,3
大學網,nz,3
大學美術,n,3
大學老師,n,3
大學語文,n,3
大學隊,n,8
大學預科,n,3
大宅,n,51
大宅門,n,3
大宇,n,28
大宇公司,nt,12
大守宮,nr,3
大安國中,nz,3
大安地列,ns,3
大安山鄉,ns,2
大安市,ns,6
大安縣,ns,3
大安鄉,ns,3
大安鎮,ns,3
